City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,wattegama,6.7989,81.4808,27.69,66,95,4.32,LK,1675828726
364,bykivka,50.2929,27.9831,-10.9,97,60,2.16,UA,1675828727
365,barcelona,41.3888,2.159,9.62,78,40,8.75,ES,1675828685
366,agadez,19.75,10.25,16.94,22,100,1.38,NE,1675828727
367,manzanillo,20.3433,-77.1167,22.69,80,0,6.74,CU,1675828728
368,tres arroyos,-38.3739,-60.2798,22.25,54,22,2.86,AR,1675828728
369,rio gallegos,-51.6226,-69.2181,14.03,77,0,8.23,AR,1675828432
370,bambous virieux,-20.3428,57.7575,26.23,83,40,5.14,MU,1675828465
371,pevek,69.7008,170.3133,-30.35,97,100,1.64,RU,1675828729
372,sapele,5.8941,5.6767,25.35,86,16,1.36,NG,1675828729
373,tessalit,20.1986,1.0114,19.27,14,54,4.03,ML,1675828729
374,llanes,43.4198,-4.7549,7.05,75,3,5.1,ES,1675828730
375,harper,4.375,-7.7169,25.85,85,91,2.97,LR,1675828730
376,cayenne,4.9333,-52.3333,25.02,94,75,1.03,GF,1675828730
377,dodge city,37.7528,-100.0171,3.45,49,98,1.81,US,1675828731
378,umm kaddadah,13.6017,26.6876,13.26,25,11,8.25,SD,1675828731
379,port hedland,-20.3167,118.5667,35.03,46,34,5.14,AU,1675828526
380,les herbiers,46.8667,-1.0167,-0.16,89,8,3.78,FR,1675828732
381,alofi,-19.0595,-169.9187,27.94,83,100,3.6,NU,1675828732
382,port hardy,50.6996,-127.4199,4.1,93,75,2.57,CA,1675828732
383,bay roberts,47.5999,-53.2648,-2.7,84,100,6.71,CA,1675828733
384,broken hill,-31.95,141.4333,31.46,14,0,5.33,AU,1675828679
385,husavik,66.0449,-17.3389,-4.83,73,87,7.83,IS,1675828548
386,yulara,-25.2406,130.9889,37.87,15,0,4.58,AU,1675828733
387,taitung,22.7583,121.1444,25.15,73,75,5.14,TW,1675828734
388,mogadishu,2.0371,45.3438,24.69,83,18,6.84,SO,1675828623
389,saint-pierre,-21.3393,55.4781,27.82,69,0,10.8,RE,1675828735
390,pathein,16.7833,94.7333,29.79,30,3,4.7,MM,1675828736
391,genhe,50.7833,121.5167,-15.46,82,89,1.59,CN,1675828736
392,san quintin,30.4833,-115.95,14.45,52,0,0.23,MX,1675828737
393,kiunga,-6.1219,141.2906,29.55,70,80,3.05,PG,1675828737
394,vila,42.0304,-8.1588,3.49,80,72,3.66,PT,1675828737
395,iqaluit,63.7506,-68.5145,-33.15,75,40,2.57,CA,1675828673
396,pervomayskoye,43.919,46.7102,-3.79,95,100,7.45,RU,1675828738
397,korla,41.7597,86.1469,0.52,77,13,1.83,CN,1675828738
398,the pas,53.8251,-101.2541,-1.99,59,0,5.66,CA,1675828739
399,dukat,62.55,155.55,-34.89,96,75,1.54,RU,1675828739
400,kabanjahe,3.1001,98.4908,23.23,71,96,1.7,ID,1675828739
401,sao francisco,-15.9486,-44.8644,22.05,73,20,1.3,BR,1675828740
402,san ramon,37.7799,-121.978,11.87,78,0,2.06,US,1675828740
403,san fernando,15.0286,120.6898,31.85,51,99,6.74,PH,1675828587
404,arlit,18.7369,7.3853,20.47,17,100,1.7,NE,1675828660
405,tuy hoa,13.0833,109.3,26.6,76,40,3.02,VN,1675828741
406,ende,-8.8432,121.6623,28.92,79,24,0.4,ID,1675828741
407,mahajanga,-15.7167,46.3167,24.01,94,20,2.06,MG,1675828589
408,camacha,33.0833,-16.3333,12.68,77,40,6.69,PT,1675828742
409,soyo,-6.1349,12.3689,26.19,81,84,2.49,AO,1675828742
410,concarneau,47.875,-3.9225,1.16,78,39,3.52,FR,1675828742
411,kolpashevo,58.3131,82.9089,-17.03,97,93,2.54,RU,1675828743
412,quimper,48.0,-4.1,2.31,80,0,2.57,FR,1675828743
413,denpasar,-8.65,115.2167,29.84,74,20,5.14,ID,1675828744
414,gibraleon,37.3763,-6.969,6.68,72,100,5.09,ES,1675828744
415,yaan,7.3833,8.5667,24.06,29,44,1.85,NG,1675828744
416,lufilufi,-13.8745,-171.5986,25.88,77,62,5.47,WS,1675828745
417,abeche,13.8292,20.8324,17.99,26,78,5.11,TD,1675828745
418,saint george,37.1041,-113.5841,8.33,49,0,1.79,US,1675828663
419,itaqui,-29.1253,-56.5531,25.31,25,0,4.08,BR,1675828746
420,amga,60.8953,131.9608,-31.97,93,100,0.72,RU,1675828746
421,prestea,5.4327,-2.1428,23.16,96,95,1.3,GH,1675828746
422,bucak,37.4592,30.595,-4.71,75,6,3.82,TR,1675828747
423,mecca,21.4267,39.8261,16.08,60,52,5.1,SA,1675828655
424,moratuwa,6.773,79.8816,27.01,78,99,1.42,LK,1675828747
425,marzuq,14.4,46.4667,17.99,46,18,2.39,YE,1675828748
426,asau,46.4333,26.4,-5.49,96,98,2.27,RO,1675828748
427,shancheng,34.7953,116.0817,11.05,54,100,4.48,CN,1675828748
428,pitea,65.3172,21.4794,-1.95,82,95,3.58,SE,1675828749
429,stolin,51.8912,26.846,-7.03,94,6,1.16,BY,1675828749
430,sinnamary,5.3833,-52.95,23.96,91,70,4.19,GF,1675828470
431,nara,34.6851,135.8049,12.5,44,54,5.04,JP,1675828750
432,indianola,41.3581,-93.5574,1.04,67,0,0.45,US,1675828750
433,fallon,39.4735,-118.7774,2.93,71,75,2.57,US,1675828750
434,neiafu,-18.65,-173.9833,28.38,83,75,2.57,TO,1675828751
435,port blair,11.6667,92.75,28.02,69,40,4.63,IN,1675828679
436,ewa beach,21.3156,-158.0072,26.97,72,75,5.66,US,1675828751
437,tuatapere,-46.1333,167.6833,12.59,67,59,7.16,NZ,1675828752
438,mukdahan,16.5833,104.5,27.86,49,64,1.85,TH,1675828752
439,sakakah,29.9697,40.2064,7.76,60,24,8.39,SA,1675828753
440,hambantota,6.1241,81.1185,28.19,83,20,5.66,LK,1675828753
441,krasnoselkup,65.7,82.4667,-32.15,100,99,1.77,RU,1675828753
442,laguna,38.421,-121.4238,10.99,77,0,0.0,US,1675828754
443,mormugao,15.4,73.8,23.59,78,40,1.03,IN,1675828754
444,katunino,64.3862,40.6298,1.94,97,100,4.04,RU,1675828755
445,capao da canoa,-29.7456,-50.0097,22.96,86,1,4.65,BR,1675828755
446,djibo,14.1022,-1.6306,24.23,16,84,4.46,BF,1675828755
447,kosh-agach,50.0,88.6667,-20.14,89,100,0.42,RU,1675828756
448,basoko,1.2391,23.616,24.95,46,97,1.11,CD,1675828756
449,linxia,35.6003,103.2064,-0.67,77,100,1.93,CN,1675828757
450,fatehpur,25.9333,80.8,19.5,45,0,3.79,IN,1675828522
451,westport,41.1415,-73.3579,4.88,87,100,1.79,US,1675828601
452,gizo,-8.103,156.8419,28.99,74,100,5.48,SB,1675828566
453,tual,-5.6667,132.75,28.11,74,99,9.52,ID,1675828757
454,ahuimanu,21.4447,-157.8378,26.84,80,40,7.2,US,1675828758
455,nantucket,41.2835,-70.0995,2.06,82,75,6.17,US,1675828710
456,simpang,-1.2667,104.0833,30.84,62,100,2.54,ID,1675828758
457,mareeba,-17.0,145.4333,31.91,73,91,1.81,AU,1675828493
458,biak,-0.9131,122.8766,25.62,79,100,3.16,ID,1675828759
459,pauini,-7.7136,-66.9764,22.63,93,99,0.47,BR,1675828688
460,saint-francois,46.4154,3.9054,-5.74,93,1,1.54,FR,1675828515
461,maumere,-8.6199,122.2111,28.58,78,28,4.74,ID,1675828759
462,siloam springs,36.1881,-94.5405,7.25,99,100,3.09,US,1675828692
463,pangody,65.85,74.4859,-19.93,94,86,5.88,RU,1675828696
464,matara,5.9485,80.5353,26.2,80,93,3.29,LK,1675828760
465,zhezkazgan,47.8043,67.7144,-14.01,85,100,3.0,KZ,1675828760
466,quzhou,28.9594,118.8686,9.36,94,100,4.61,CN,1675828761
467,ouadda,8.0777,22.4007,21.36,16,23,4.23,CF,1675828761
468,plettenberg bay,-34.0527,23.3716,19.09,84,100,2.68,ZA,1675828761
469,otradnoye,59.7775,30.8181,-0.97,86,100,4.32,RU,1675828762
470,sayyan,15.1718,44.3244,10.9,59,24,0.6,YE,1675828762
471,morondava,-20.2833,44.2833,24.94,86,99,2.85,MG,1675828762
472,lashio,22.9333,97.75,22.64,28,0,0.94,MM,1675828763
473,livingstone,-17.8419,25.8543,17.71,92,84,0.97,ZM,1675828763
474,nyagan,62.1406,65.3936,-16.33,95,100,4.31,RU,1675828764
475,kavieng,-2.5744,150.7967,27.64,78,100,4.11,PG,1675828764
476,bayonne,43.3333,-1.4167,2.97,100,9,1.54,FR,1675828764
477,coos bay,43.3665,-124.2179,7.99,51,100,1.54,US,1675828765
478,kandrian,-6.2167,149.55,27.99,82,98,6.54,PG,1675828765
479,lensk,60.7253,114.9278,-20.22,92,100,2.03,RU,1675828735
480,pak phanang,8.3511,100.202,31.01,72,73,3.41,TH,1675828765
481,rognan,67.0953,15.3878,6.08,84,98,5.39,NO,1675828766
482,port macquarie,-31.4333,152.9167,25.1,59,66,4.18,AU,1675828518
483,kahului,20.8947,-156.47,25.01,77,40,9.77,US,1675828766
484,arman,59.7,150.1667,-23.88,78,32,3.33,RU,1675828767
485,melivoia,39.75,22.8,-2.19,64,40,3.44,GR,1675828767
486,malanje,-9.5402,16.341,15.88,92,100,1.57,AO,1675828767
487,pangai,-19.8,-174.35,29.06,70,20,3.6,TO,1675828768
488,sergeyevka,53.88,67.4158,-21.16,99,89,2.79,KZ,1675828674
489,chaupal,30.95,77.5833,6.82,22,20,1.49,IN,1675828768
490,vadso,70.0744,29.7487,0.09,74,20,9.26,NO,1675828769
491,poshekhonye,58.4993,39.1353,-10.64,98,100,3.34,RU,1675828769
492,faanui,-16.4833,-151.75,27.22,72,25,5.21,PF,1675828769
493,sendhwa,21.6833,75.1,22.76,24,2,3.12,IN,1675828770
494,independence,39.0911,-94.4155,6.05,51,0,0.0,US,1675828500
495,mineiros,-17.5694,-52.5511,19.23,93,88,0.99,BR,1675828770
496,kirkkonummi,60.1238,24.4385,2.66,100,100,5.07,FI,1675828770
497,mayo,38.8876,-76.5119,10.28,86,0,2.57,US,1675828484
498,matagami,49.7502,-77.6328,-9.94,79,100,11.32,CA,1675828771
499,lagoa,39.05,-27.9833,12.78,63,86,6.63,PT,1675828771
500,port hawkesbury,45.6169,-61.3485,-2.23,82,100,6.17,CA,1675828772
501,novobirilyussy,56.9514,90.6661,-10.49,92,100,3.43,RU,1675828772
502,palmas bellas,9.2319,-80.0867,22.97,81,85,6.45,PA,1675828772
503,dingle,10.9995,122.6711,27.94,70,100,7.48,PH,1675828773
504,zanjan,36.6736,48.4787,0.83,51,0,0.0,IR,1675828773
505,bubaque,11.2833,-15.8333,24.01,63,5,5.73,GW,1675828716
506,cenade,46.0587,24.0089,-7.16,97,76,1.32,RO,1675828774
507,dehui,44.5333,125.7,-7.02,59,2,4.06,CN,1675828774
508,vestmannaeyjar,63.4427,-20.2734,-0.27,65,100,16.07,IS,1675828574
509,huarmey,-10.0681,-78.1522,22.42,82,8,2.38,PE,1675828775
510,zavodskoy,43.4597,132.2922,-5.23,35,30,4.0,RU,1675828775
511,bishopton,55.9097,-4.5056,7.41,83,100,5.66,GB,1675828775
512,hesla,24.0667,85.8833,23.7,32,0,2.66,IN,1675828776
513,kyra,49.5776,111.9753,-10.42,67,7,1.07,RU,1675828776
514,havre-saint-pierre,50.2334,-63.5986,-6.0,79,100,5.66,CA,1675828777
515,rubiataba,-15.1644,-49.8033,20.61,88,64,0.88,BR,1675828777
516,leshukonskoye,64.8989,45.7622,0.86,99,100,3.85,RU,1675828777
517,brewster,41.3973,-73.6171,3.34,91,100,0.45,US,1675828778
518,walvis bay,-22.9575,14.5053,18.94,88,43,1.54,NA,1675828778
519,oksfjord,70.2396,22.3479,4.1,73,49,6.61,NO,1675828778
520,bosaso,11.2842,49.1816,23.65,81,52,0.8,SO,1675828779
521,middelburg,-25.7751,29.4648,14.51,94,68,3.45,ZA,1675828779
522,bela,25.9333,81.9833,20.41,44,0,3.94,IN,1675828780
523,pakala,13.4667,79.1167,20.23,51,19,1.51,IN,1675828780
524,kawalu,-7.3817,108.2082,28.52,69,100,1.05,ID,1675828780
525,ornskoldsvik,63.2909,18.7153,-2.47,100,91,3.09,SE,1675828781
526,raver,21.25,76.0333,24.51,21,0,3.85,IN,1675828781
527,kargasok,59.0556,80.8572,-19.73,98,96,3.44,RU,1675828781
528,bozoum,6.3193,16.3799,19.3,20,55,1.23,CF,1675828782
529,kilimatinde,-5.85,34.95,17.41,98,98,1.1,TZ,1675828782
530,tumaco,1.7986,-78.8156,24.82,90,37,2.67,CO,1675828782
531,santa marta,11.2408,-74.199,29.03,58,11,7.2,CO,1675828717
532,meulaboh,4.1363,96.1285,28.73,65,69,0.52,ID,1675828783
533,puerto colombia,10.9878,-74.9547,26.05,78,1,14.28,CO,1675828783
534,udachnyy,66.4167,112.4,-36.52,98,90,1.03,RU,1675828784
535,channagiri,14.0333,75.9333,26.53,34,25,2.4,IN,1675828505
536,biu,10.6129,12.1946,18.49,25,11,3.46,NG,1675828784
537,peniche,39.3558,-9.3811,7.38,81,3,5.61,PT,1675828537
538,nizamabad,18.6667,78.1167,26.41,35,72,1.83,IN,1675828785
539,senador canedo,-16.7081,-49.0931,22.63,83,0,0.0,BR,1675828785
540,guiratinga,-16.3494,-53.7583,21.18,93,97,1.19,BR,1675828785
541,dunedin,-45.8742,170.5036,16.06,48,63,7.89,NZ,1675828786
542,saint-joseph,-21.3667,55.6167,27.21,78,80,5.73,RE,1675828786
543,dothan,31.2232,-85.3905,17.11,76,100,1.54,US,1675828572
544,litovko,49.2361,135.1742,-19.21,86,100,1.76,RU,1675828787
